Def 1,Def 2,Sentence,DocID,LineNumber
manager,unit," If the distributions are not made within fifteen days of declaration, then the investment manager shall be liable to pay interest to the unit holders at the rate of fifteen per cent. per annum till the distribution is made and such interest shall be not be recovered in the form of fees or any other form payable to the investment manager by the InvIT.",1591598395478.htmlTxt,937
manager,unit," investment manager shall be responsible for all the activities pertaining to conducting of meeting of the unit holder, subject to overseeing by the trustee:",1591598395478.htmlTxt,1052
manager,unit," any issue, not in the ordinary course of business, which in the opinion of the sponsor(s) or investment manager or trustee requires approval of the unit holders;",1591598395478.htmlTxt,1082
manager,unit, The investment manager of all InvITs shall submit an annual report to all unit holders electronically or by physical copies and to the designated stock exchanges within three months from the end of the financial year.,1591598395478.htmlTxt,1114
manager,unit, any material issue that in the opinion of the investment manager or trustee needs to be disclosed to the unit holders.,1591598395478.htmlTxt,1134
manager,unit," The investment manager of the InvIT shall submit annual report, half-yearly report and valuation report to the trustee and unit holders of the InvIT, either electronically or through physical copies.",1591598395478.htmlTxt,1211
manager,unit, any material issue that in the opinion of the investment manager or trustee needs to be disclosed to the unit holders.,1591598395478.htmlTxt,1221
manager,unit, The investment manager shall be responsible for all activities pertaining to the issue of units including filing of placement memorandum with the Board and dealing with all matters relating to the allotment of units to the unit holders.,1591598395478.htmlTxt,1224
manager,unit," Investment manager shall carry out the business of the InvIT and invest in accordance with the investment objectives stated in the offer document 318[or placement memorandum,] and take investment decisions solely in the interest of unit holders.",1591598395478.htmlTxt,1697
manager,unpublished price sensitive information," No portfolio manager or any of its directors, partners or manager shall either on their own or through their associates or family members or relatives enter into any transaction in securities of companies on the basis of unpublished price sensitive information obtained by them during the course of any professional assignment.",1591593572005.htmlTxt,1144
manager,working day,"Provided that in the event the Board has sought clarifications or additional information from the manager to the open offer, the period for issuance of comments shall be extended to the fifth working day from the date of receipt of satisfactory reply to the clarification or additional information sought.",1591594726590.htmlTxt,643
manager,issuer_1,"b) the issuer has appointed a lead manager as a stabilising agent, who shall be responsible for ",1591598038081.txt,3208
manager,issuer_1,"the lead manager is an associate of the issuer, it shall disclose  itself as an associate of the issuer ",1591598038081.txt,3725
manager,issuer_1,"b) the issuer has appointed a lead manager as a stabilising agent, who shall be responsible for the ",1591598038081.txt,6866
manager,issuer_1,"the lead manager is an associate  of the issuer, it shall disclose itself as an associate of the issuer ",1591598038081.txt,8303
manager,issuer_1,shall be made available at the principal office of the issuer or lead manager to any existing IDR ,1591598038081.txt,9760
manager,issuer_1,"the lead manager is an associate of the issuer, it shall disclose  itself as an associate of the issuer ",1591598038081.txt,10650
manager,issuer_1,"issuer and lead manager and their respective directors, officers, agents, affiliates ",1591598038081.txt,24281
manager to the open offer,acquirer," where the shares are not frequently traded, the price determined by the acquirer and the manager to the open offer taking into account valuation parameters including, book value, comparable trading multiples, and such other parameters as are customary for valuation of shares of such companies; and",1591594726590.htmlTxt,209
manager to the open offer,acquirer," In the event the offer price is incapable of being determined under any of the parameters specified in sub-regulation (3), without prejudice to the requirements of sub-regulation (5), the offer price shall be the fair price of shares of the target company to be determined by the acquirer and the manager to the open offer taking into account valuation parameters including, book value, comparable trading multiples, and such other parameters as are customary for valuation of shares of such companies.",1591594726590.htmlTxt,219
manager to the open offer,acquirer," The offer price for equity shares carrying differential voting rights shall be determined by the acquirer and the manager to the open offer with full disclosure of justification for the price so determined, being set out in the detailed public statement and the letter of offer:",1591594726590.htmlTxt,242
manager to the open offer,acquirer," Pursuant to the public announcement made under sub-regulation (1) and sub- regulation (3), a detailed public statement shall be published by the acquirer through the manager to the open offer in accordance with regulation 14 and regulation 15, not later than five working days of the public announcement:",1591594726590.htmlTxt,468
manager to the open offer,acquirer,"Provided further that in the event the Board specifies any changes, the manager to the open offer and the acquirer shall carry out such changes in the letter of offer before it is dispatched to the shareholders.",1591594726590.htmlTxt,645
manager to the open offer,acquirer," For such part of the escrow account as is in the form of a cash deposit with a scheduled commercial bank, the acquirer shall while opening the account, empower the manager to the open offer to instruct the bank to issue a banker’s cheque or demand draft or to make payment of the amounts lying to the credit of the escrow account, in accordance with requirements under these regulations.",1591594726590.htmlTxt,688
manager to the open offer,acquirer," For such part of the escrow account as is in the form of securities, the acquirer shall empower the manager to the open offer to realise the value of such escrow account by sale or otherwise, and in the event there is any shortfall in the amount required to be",1591594726590.htmlTxt,690
manager to the open offer,acquirer," In the event of non-fulfillment of obligations under these regulations by the acquirer the Board may direct the manager to the open offer to forfeit the escrow account or any amounts lying in the special escrow account, either in full or in part.",1591594726590.htmlTxt,695
manager to the open offer,advertisement," The manager to the open offer shall ensure that the contents of the public announcement, the detailed public statement and the letter of offer and the post- offer advertisement are true, fair and adequate in all material aspects, not misleading in any material particular, are based on reliable sources, state the source wherever necessary, and are in compliance with the requirements under these regulations.",1591594726590.htmlTxt,868
manager to the open offer,bank, bank guarantee issued in favour of the manager to the open offer by any scheduled commercial bank; or,1591594726590.htmlTxt,683
manager to the open offer,bank," For such part of the escrow account as is in the form of a cash deposit with a scheduled commercial bank, the acquirer shall while opening the account, empower the manager to the open offer to instruct the bank to issue a banker’s cheque or demand draft or to make payment of the amounts lying to the credit of the escrow account, in accordance with requirements under these regulations.",1591594726590.htmlTxt,688
manager to the open offer,bank," For such part of the escrow account as is in the form of a bank guarantee, such bank guarantee shall be in favour of the manager to the open offer and shall be kept valid throughout the offer period and for an additional period of thirty days after completion of payment of consideration to shareholders who have tendered their shares in acceptance of the open offer.",1591594726590.htmlTxt,689
manager to the open offer,certificate, The manager to the open offer shall furnish to the Board a due diligence certificate along with the draft letter of offer filed under regulation 16.,1591594726590.htmlTxt,869
manager to the open offer,chartered accountant," For purposes of clause (e) of sub-regulation (2) and sub-regulation (4), the Board may, at the expense of the acquirer, require valuation of the shares by an independent merchant banker other than the manager to the open offer or an independent chartered accountant in practice having a minimum experience of ten years.",1591594726590.htmlTxt,245
manager to the open offer,consideration," For such part of the escrow account as is in the form of a bank guarantee, such bank guarantee shall be in favour of the manager to the open offer and shall be kept valid throughout the offer period and for an additional period of thirty days after completion of payment of consideration to shareholders who have tendered their shares in acceptance of the open offer.",1591594726590.htmlTxt,689
manager to the open offer,consideration," The manager to the open offer shall not release the escrow account until the expiry of thirty days from the completion of payment of consideration to shareholders who have tendered their shares in acceptance of the open offer, save and except for transfer of funds to the special escrow account as required under regulation 21.",1591594726590.htmlTxt,694
manager to the open offer,exercise," The manager to the open offer shall exercise diligence, care and professional judgment to ensure compliance with these regulations.",1591594726590.htmlTxt,871
manager to the open offer,form," For such part of the escrow account as is in the form of a cash deposit with a scheduled commercial bank, the acquirer shall while opening the account, empower the manager to the open offer to instruct the bank to issue a banker’s cheque or demand draft or to make payment of the amounts lying to the credit of the escrow account, in accordance with requirements under these regulations.",1591594726590.htmlTxt,688
manager to the open offer,form," For such part of the escrow account as is in the form of a bank guarantee, such bank guarantee shall be in favour of the manager to the open offer and shall be kept valid throughout the offer period and for an additional period of thirty days after completion of payment of consideration to shareholders who have tendered their shares in acceptance of the open offer.",1591594726590.htmlTxt,689
manager to the open offer,form," For such part of the escrow account as is in the form of securities, the acquirer shall empower the manager to the open offer to realise the value of such escrow account by sale or otherwise, and in the event there is any shortfall in the amount required to be",1591594726590.htmlTxt,690
manager to the open offer,form," The manager to the open offer shall file a report with the Board within fifteen working days from the expiry of the tendering period, in such form as may be specified, confirming status of completion of various open offer requirements.",1591594726590.htmlTxt,873
manager to the open offer,offer period," For such part of the escrow account as is in the form of a bank guarantee, such bank guarantee shall be in favour of the manager to the open offer and shall be kept valid throughout the offer period and for an additional period of thirty days after completion of payment of consideration to shareholders who have tendered their shares in acceptance of the open offer.",1591594726590.htmlTxt,689
manager to the open offer,public," The offer price for equity shares carrying differential voting rights shall be determined by the acquirer and the manager to the open offer with full disclosure of justification for the price so determined, being set out in the detailed public statement and the letter of offer:",1591594726590.htmlTxt,242
manager to the open offer,public," Pursuant to the public announcement made under sub-regulation (1) and sub- regulation (3), a detailed public statement shall be published by the acquirer through the manager to the open offer in accordance with regulation 14 and regulation 15, not later than five working days of the public announcement:",1591594726590.htmlTxt,468
manager to the open offer,public," The manager to the open offer shall provide soft copies of the public announcement, the detailed public statement and the draft letter of offer in accordance with such specifications as may be specified, and the Board shall upload the same on its website.",1591594726590.htmlTxt,641
manager to the open offer,public,"  Prior to public announcement being made, the manager to the open offer shall ensure that,—",1591594726590.htmlTxt,864
manager to the open offer,public," The manager to the open offer shall ensure that the contents of the public announcement, the detailed public statement and the letter of offer and the post- offer advertisement are true, fair and adequate in all material aspects, not misleading in any material particular, are based on reliable sources, state the source wherever necessary, and are in compliance with the requirements under these regulations.",1591594726590.htmlTxt,868
manager to the open offer,shares," where the shares are not frequently traded, the price determined by the acquirer and the manager to the open offer taking into account valuation parameters including, book value, comparable trading multiples, and such other parameters as are customary for valuation of shares of such companies; and",1591594726590.htmlTxt,209
manager to the open offer,shares," In the event the offer price is incapable of being determined under any of the parameters specified in sub-regulation (3), without prejudice to the requirements of sub-regulation (5), the offer price shall be the fair price of shares of the target company to be determined by the acquirer and the manager to the open offer taking into account valuation parameters including, book value, comparable trading multiples, and such other parameters as are customary for valuation of shares of such companies.",1591594726590.htmlTxt,219
manager to the open offer,shares," The offer price for equity shares carrying differential voting rights shall be determined by the acquirer and the manager to the open offer with full disclosure of justification for the price so determined, being set out in the detailed public statement and the letter of offer:",1591594726590.htmlTxt,242
manager to the open offer,shares," For purposes of clause (e) of sub-regulation (2) and sub-regulation (4), the Board may, at the expense of the acquirer, require valuation of the shares by an independent merchant banker other than the manager to the open offer or an independent chartered accountant in practice having a minimum experience of ten years.",1591594726590.htmlTxt,245
manager to the open offer,shares," For such part of the escrow account as is in the form of a bank guarantee, such bank guarantee shall be in favour of the manager to the open offer and shall be kept valid throughout the offer period and for an additional period of thirty days after completion of payment of consideration to shareholders who have tendered their shares in acceptance of the open offer.",1591594726590.htmlTxt,689
manager to the open offer,shares," The manager to the open offer shall not release the escrow account until the expiry of thirty days from the completion of payment of consideration to shareholders who have tendered their shares in acceptance of the open offer, save and except for transfer of funds to the special escrow account as required under regulation 21.",1591594726590.htmlTxt,694
manager to the open offer,shares, The manager to the open offer shall not deal on his own account in the shares of the target company during the offer period.,1591594726590.htmlTxt,872
manager to the open offer,target company," In the event the offer price is incapable of being determined under any of the parameters specified in sub-regulation (3), without prejudice to the requirements of sub-regulation (5), the offer price shall be the fair price of shares of the target company to be determined by the acquirer and the manager to the open offer taking into account valuation parameters including, book value, comparable trading multiples, and such other parameters as are customary for valuation of shares of such companies.",1591594726590.htmlTxt,219
manager to the open offer,target company, The manager to the open offer shall not deal on his own account in the shares of the target company during the offer period.,1591594726590.htmlTxt,872
manager to the open offer,trading," where the shares are not frequently traded, the price determined by the acquirer and the manager to the open offer taking into account valuation parameters including, book value, comparable trading multiples, and such other parameters as are customary for valuation of shares of such companies; and",1591594726590.htmlTxt,209
manager to the open offer,trading," In the event the offer price is incapable of being determined under any of the parameters specified in sub-regulation (3), without prejudice to the requirements of sub-regulation (5), the offer price shall be the fair price of shares of the target company to be determined by the acquirer and the manager to the open offer taking into account valuation parameters including, book value, comparable trading multiples, and such other parameters as are customary for valuation of shares of such companies.",1591594726590.htmlTxt,219
maximum permissible non-public shareholding,acquirer, directing divestiture of such number of shares as would result in the shareholding of an acquirer and persons acting in concert with him being limited to the maximum permissible non-public shareholding or below.,1591594726590.htmlTxt,950
maximum permissible non-public shareholding,persons acting in concert, directing divestiture of such number of shares as would result in the shareholding of an acquirer and persons acting in concert with him being limited to the maximum permissible non-public shareholding or below.,1591594726590.htmlTxt,950
maximum permissible non-public shareholding,shares, directing divestiture of such number of shares as would result in the shareholding of an acquirer and persons acting in concert with him being limited to the maximum permissible non-public shareholding or below.,1591594726590.htmlTxt,950
merchant banking or investment banking or brokerage services,board," The compensation of all individuals employed as research analyst shall be reviewed, documented and approved annually by board of directors/committee appointed by board of directors of the research entity, which does not consist of representation from its merchant banking or investment banking or brokerage services divisions.",1591599721936.htmlTxt,169
merchant banking or investment banking or brokerage services,employee, An individual employed as research analyst by research entity shall not be subject to the supervision or control of any employee of the merchant banking or investment banking or brokerage services divisions of that research entity.,1591599721936.htmlTxt,171
merchant banking or investment banking or brokerage services,form,"  Research entity shall not pay any bonus, salary or other form of compensation to any individual employed as research analyst that is determined or based on any specific merchant banking or investment banking or brokerage services transaction.",1591599721936.htmlTxt,168
merchant banking or investment banking or brokerage services,research analyst," ""research entity"" means an intermediary registered with Board who is also engaged in merchant banking or investment banking or brokerage services or underwriting services and issue research report or research analysis in its own name through the individuals employed by it as research analyst and includes any other intermediary engaged in issuance of research report or research analysis;",1591599721936.htmlTxt,56
merchant banking or investment banking or brokerage services,research analyst,"  Research entity shall not pay any bonus, salary or other form of compensation to any individual employed as research analyst that is determined or based on any specific merchant banking or investment banking or brokerage services transaction.",1591599721936.htmlTxt,168
merchant banking or investment banking or brokerage services,research analyst," The compensation of all individuals employed as research analyst shall be reviewed, documented and approved annually by board of directors/committee appointed by board of directors of the research entity, which does not consist of representation from its merchant banking or investment banking or brokerage services divisions.",1591599721936.htmlTxt,169
merchant banking or investment banking or brokerage services,research analyst, An individual employed as research analyst by research entity shall not be subject to the supervision or control of any employee of the merchant banking or investment banking or brokerage services divisions of that research entity.,1591599721936.htmlTxt,171
merchant banking or investment banking or brokerage services,research entity, An individual employed as research analyst by research entity shall not be subject to the supervision or control of any employee of the merchant banking or investment banking or brokerage services divisions of that research entity.,1591599721936.htmlTxt,171
merchant banking or investment banking or brokerage services,research report," ""research entity"" means an intermediary registered with Board who is also engaged in merchant banking or investment banking or brokerage services or underwriting services and issue research report or research analysis in its own name through the individuals employed by it as research analyst and includes any other intermediary engaged in issuance of research report or research analysis;",1591599721936.htmlTxt,56
municipality,bank,"  The bank account for issue proceeds and separate escrow account with earmarked revenues, shall be audited by persons so appointed by the municipality or the corporate municipal entity, within six months of the close of every financial year.”",1592212424293.htmlTxt,477
municipality,company,"“(d) “corporate municipal entity” means a company as defined under Companies Act, 2013, which is a subsidiary of a municipality and which is set up for the purpose of raising funds for a specific municipality or group of municipalities;",1592212424293.htmlTxt,29
municipality,recognised stock exchange," ""issuer” means any municipality or a corporate municipal entity, which makes or proposes to make an issue of debt securities in accordance with these regulations or which has its securities listed on a recognised stock exchange or which seeks to list its debt securities on a recognised stock exchange;",1592212424293.htmlTxt,33
municipality,securities," ""issuer” means any municipality or a corporate municipal entity, which makes or proposes to make an issue of debt securities in accordance with these regulations or which has its securities listed on a recognised stock exchange or which seeks to list its debt securities on a recognised stock exchange;",1592212424293.htmlTxt,33
municipality,securities," ""private placement"" means any offer of debt securities or invitation to subscribe to debt securities to a select group of persons by a municipality through issue of a private placement offer letter to not more than two hundred persons, which shall not intend to result in, directly or indirectly, the debt securities becoming available for subscription or purchase by persons other than those receiving the offer or invitation:",1592212424293.htmlTxt,37
municipality,securities," municipality shall not have defaulted in repayment of debt securities or loans obtained from banks or financial institutions, during the last three hundred and sixty five days: Provided that where the issuer is a corporate municipal entity, the requirements at clauses (b) and (d) shall be complied by the municipality which is being financed;]",1592212424293.htmlTxt,110
net worth,act,"  a non-banking finance company, having a net worth of not less than rupees fifty lakhs: Provided that such company shall act as a participant only on behalf of itself and not on behalf of any other person:",1591596292043.htmlTxt,380
net worth,act,"Provided further that a non-banking finance company may act as a participant on behalf of any other person, if it has a net worth of rupees fifty crore in addition to the net worth specified by any other authority;",1591596292043.htmlTxt,381
net worth,applicant," A statement showing net worth of the applicant (only for those applicants who are required to comply with the networth requirements as specified by the Board or by the stock exchanges), gross annual income before tax, the amount of gross profit made/loss avoided, including the gross brokerage, fees, management/performance/transaction fee, carried interest, compensation, etc., in respect of the said default;",1548655622441.htmlTxt,360
net worth,applicant, the applicant fulfills the net worth requirement specified in regulation 9;,1591593572005.htmlTxt,92
net worth,applicant, The applicant as mentioned in sub regulation (a) to (c) of regulation 6(1) above shall have a net worth of at least Rs 25 crore on a continuous basis.,1591595038796.htmlTxt,56
net worth,certificate,"Provided that a portfolio manager, who was granted a certificate of registration prior to the commencement of the Securities and Exchange Board of India (Portfolio Managers) Regulations, 2020, shall raise its net worth to not less than five crore rupees within thirty-six months from such commencement:",1591593572005.htmlTxt,102
net worth,certificate, 8.Every portfolio manager shall furnish to the Board a net worth certificate issued by a chartered accountant as and when required by the Board.,1591593572005.htmlTxt,294
net worth,certificate,  a registrar to an issue or share transfer agent who has a minimum net worth of rupees ten crores and who has been granted a certificate of registration by the Board under sub-section (1) of section 12 of the Act;,1591596292043.htmlTxt,382
net worth,chartered accountant, 8.Every portfolio manager shall furnish to the Board a net worth certificate issued by a chartered accountant as and when required by the Board.,1591593572005.htmlTxt,294
net worth,clearing corporation," Every recognized clearing corporation shall maintain, at all times, a minimum net worth of one hundred crore rupees or capital as determined under regulation 14(3)(a) and 14(3)(b), whichever is higher.",1591595413207.htmlTxt,127
net worth,company, the manager has a net worth of not less than ten crore rupees if the manager is a body corporate or a company or net tangible assets of value not less than ten crore rupees in case the manager is a LLP;,1591595820381.htmlTxt,234
net worth,company,"  a non-banking finance company, having a net worth of not less than rupees fifty lakhs: Provided that such company shall act as a participant only on behalf of itself and not on behalf of any other person:",1591596292043.htmlTxt,380
net worth,company,"Provided further that a non-banking finance company may act as a participant on behalf of any other person, if it has a net worth of rupees fifty crore in addition to the net worth specified by any other authority;",1591596292043.htmlTxt,381
net worth,company, the investment manager has a net worth of not less than rupees ten crore if the investment manager is a body corporate or a company or net tangible assets of value not less than ten crore rupees in case the investment manager is a limited liability partnership;,1591598395478.htmlTxt,347
net worth,corporate municipal entity,Provided that a corporate municipal entity shall not have negative net worth in any of immediately preceding three financial years;,1592212424293.htmlTxt,109
net worth,form,"Provided that the stock broker shall have a minimum net worth of rupees fifty lakhs and the aggregate value of portfolio of securities of the beneficial owners held in dematerialised form in a depository through him, shall not exceed hundred times of the net worth of the stock broker:",1591596292043.htmlTxt,376
net worth,form,"Provided also that where the stock broker has a minimum net worth of rupees ten crore, the limits on the aggregate value of the portfolio of securities of the beneficial owners held in dematerialized form in a depository through him shall not be applicable;",1591596292043.htmlTxt,379
net worth,listed entity," the listed entity having paid up equity share capital not exceeding rupees ten crore and net worth not exceeding rupees twenty five crore, as on the last day of the previous financial year:",1591596869322.htmlTxt,244
net worth,listed entity," “material subsidiary” shall mean a subsidiary, whose income or net worth exceeds 19[ten] percent of the consolidated income or net worth respectively, of the listed entity and its subsidiaries in the immediately preceding accounting year.",1591596869322.htmlTxt,281
net worth,listed entity,"Explanation - For the purposes of this provision, notwithstanding anything to the contrary contained in regulation 16, the term “material subsidiary” shall mean a subsidiary, whose income or net worth exceeds twenty percent of the consolidated income or net worth respectively, of the listed entity and its subsidiaries in the immediately preceding accounting year.]",1591596869322.htmlTxt,460
net worth,manager,"Provided further that the portfolio manager shall fulfill the net worth requirements under these regulations, separately and independently, of the capital adequacy requirements, if any, for each activity undertaken by it under the relevant regulations.",1591593572005.htmlTxt,103
net worth,manager, the portfolio manager shall maintain the net worth specified in regulation 9 at all times during the period of the certificate.,1591593572005.htmlTxt,115
net worth,manager, 8.Every portfolio manager shall furnish to the Board a net worth certificate issued by a chartered accountant as and when required by the Board.,1591593572005.htmlTxt,294
net worth,manager, the manager has a net worth of not less than ten crore rupees if the manager is a body corporate or a company or net tangible assets of value not less than ten crore rupees in case the manager is a LLP;,1591595820381.htmlTxt,234
net worth,manager, the investment manager has a net worth of not less than rupees ten crore if the investment manager is a body corporate or a company or net tangible assets of value not less than ten crore rupees in case the investment manager is a limited liability partnership;,1591598395478.htmlTxt,347
net worth,securities,"Provided that the stock broker shall have a minimum net worth of rupees fifty lakhs and the aggregate value of portfolio of securities of the beneficial owners held in dematerialised form in a depository through him, shall not exceed hundred times of the net worth of the stock broker:",1591596292043.htmlTxt,376
net worth,securities,"Provided also that where the stock broker has a minimum net worth of rupees ten crore, the limits on the aggregate value of the portfolio of securities of the beneficial owners held in dematerialized form in a depository through him shall not be applicable;",1591596292043.htmlTxt,379
net worth,sponsor,Provided that each sponsor has a net worth of not less than twenty crore rupees; and,1591595820381.htmlTxt,230
net worth,sponsor," 7Omitted “Provided that in case of PPP projects, where the sponsor is the SPV, the net worth or net tangible assets shall be as defined in the eligibility criteria of the project documents;” by Securities and Exchange Board of India (Infrastructure Investment Trusts) (Amendment) Regulations, 2016, w.e.f 30.11.2016.",1591598395478.htmlTxt,351
netting,clearing corporation,"  The payment and settlement in respect of a transaction in a recognized stock exchange and recognized clearing corporation shall be determined in accordance with the netting or gross procedure as specified in the bye-laws of such recognized stock exchange and recognized clearing corporation, with the prior approval of the Board",1591595413207.htmlTxt,385
netting,clearing corporation, 5.What is the netting procedure adopted by the clearing corporation for determining the obligations of the clearing member?,1591595413207.htmlTxt,513
netting,recognized stock exchange,"  The payment and settlement in respect of a transaction in a recognized stock exchange and recognized clearing corporation shall be determined in accordance with the netting or gross procedure as specified in the bye-laws of such recognized stock exchange and recognized clearing corporation, with the prior approval of the Board",1591595413207.htmlTxt,385
novation,applicant," the applicant has a settlement procedure including netting, novation and guarantee for settlement of trades in place, which is in accordance with the manner specified by the Board;",1591595413207.htmlTxt,87
offer period,acquirer,Provided further that during the offer period such acquirer shall not be entitled to acquire any shares otherwise than under the open offer.,1591594726590.htmlTxt,173
offer period,acquirer," The acquirer shall disclose during the offer period every acquisition made by the acquirer or persons acting in concert with him of any shares of the target company in such form as may be specified, to each of the stock exchanges on which the shares of the target company are listed and to the target company at its registered office within twenty-four hours of such acquisition, and the stock exchanges shall forthwith disseminate such information to the public:",1591594726590.htmlTxt,725
offer period,acquirer,"Provided further that where the acquirer has specified conditions to which the open offer is subject in terms of clause (c) of sub-regulation (1) of regulation 23, no director representing the acquirer may be appointed to the board of directors of the target company during the offer period unless the acquirer has waived or attained such conditions and complies with the requirement of depositing cash in the escrow account.",1591594726590.htmlTxt,817
offer period,acquisition," The acquirer shall disclose during the offer period every acquisition made by the acquirer or persons acting in concert with him of any shares of the target company in such form as may be specified, to each of the stock exchanges on which the shares of the target company are listed and to the target company at its registered office within twenty-four hours of such acquisition, and the stock exchanges shall forthwith disseminate such information to the public:",1591594726590.htmlTxt,725
offer period,bank," For such part of the escrow account as is in the form of a bank guarantee, such bank guarantee shall be in favour of the manager to the open offer and shall be kept valid throughout the offer period and for an additional period of thirty days after completion of payment of consideration to shareholders who have tendered their shares in acceptance of the open offer.",1591594726590.htmlTxt,689
offer period,board,"Provided further that where the acquirer has specified conditions to which the open offer is subject in terms of clause (c) of sub-regulation (1) of regulation 23, no director representing the acquirer may be appointed to the board of directors of the target company during the offer period unless the acquirer has waived or attained such conditions and complies with the requirement of depositing cash in the escrow account.",1591594726590.htmlTxt,817
offer period,consideration," For such part of the escrow account as is in the form of a bank guarantee, such bank guarantee shall be in favour of the manager to the open offer and shall be kept valid throughout the offer period and for an additional period of thirty days after completion of payment of consideration to shareholders who have tendered their shares in acceptance of the open offer.",1591594726590.htmlTxt,689
offer period,form," For such part of the escrow account as is in the form of a bank guarantee, such bank guarantee shall be in favour of the manager to the open offer and shall be kept valid throughout the offer period and for an additional period of thirty days after completion of payment of consideration to shareholders who have tendered their shares in acceptance of the open offer.",1591594726590.htmlTxt,689
offer period,form," The acquirer shall disclose during the offer period every acquisition made by the acquirer or persons acting in concert with him of any shares of the target company in such form as may be specified, to each of the stock exchanges on which the shares of the target company are listed and to the target company at its registered office within twenty-four hours of such acquisition, and the stock exchanges shall forthwith disseminate such information to the public:",1591594726590.htmlTxt,725
offer period,manager to the open offer," For such part of the escrow account as is in the form of a bank guarantee, such bank guarantee shall be in favour of the manager to the open offer and shall be kept valid throughout the offer period and for an additional period of thirty days after completion of payment of consideration to shareholders who have tendered their shares in acceptance of the open offer.",1591594726590.htmlTxt,689
offer period,persons acting in concert," The acquirer shall disclose during the offer period every acquisition made by the acquirer or persons acting in concert with him of any shares of the target company in such form as may be specified, to each of the stock exchanges on which the shares of the target company are listed and to the target company at its registered office within twenty-four hours of such acquisition, and the stock exchanges shall forthwith disseminate such information to the public:",1591594726590.htmlTxt,725
offer period,public,potential increases in the number of outstanding shares during the offer period contemplated as of the date of the public announcement:,1591594726590.htmlTxt,188
offer period,public," No person shall be entitled to make a public announcement of an open offer for acquiring shares, or enter into any transaction that would attract the obligation to make a public announcement of an open offer for acquiring shares under these regulations, after the period of fifteen working days referred to in sub- regulation (1) and until the expiry of the offer period for such open offer.",1591594726590.htmlTxt,759
offer period,public," No person shall be entitled to make a public announcement of an open offer for acquiring shares, or enter into any transaction that would attract the obligation to make a public announcement of an open offer under these regulations until the expiry of the offer period where,—",1591594726590.htmlTxt,762
offer period,shares,Provided further that during the offer period such acquirer shall not be entitled to acquire any shares otherwise than under the open offer.,1591594726590.htmlTxt,173
offer period,shares,potential increases in the number of outstanding shares during the offer period contemplated as of the date of the public announcement:,1591594726590.htmlTxt,188
offer period,shares," For such part of the escrow account as is in the form of a bank guarantee, such bank guarantee shall be in favour of the manager to the open offer and shall be kept valid throughout the offer period and for an additional period of thirty days after completion of payment of consideration to shareholders who have tendered their shares in acceptance of the open offer.",1591594726590.htmlTxt,689
offer period,shares," The acquirer shall disclose during the offer period every acquisition made by the acquirer or persons acting in concert with him of any shares of the target company in such form as may be specified, to each of the stock exchanges on which the shares of the target company are listed and to the target company at its registered office within twenty-four hours of such acquisition, and the stock exchanges shall forthwith disseminate such information to the public:",1591594726590.htmlTxt,725
offer period,shares," No person shall be entitled to make a public announcement of an open offer for acquiring shares, or enter into any transaction that would attract the obligation to make a public announcement of an open offer for acquiring shares under these regulations, after the period of fifteen working days referred to in sub- regulation (1) and until the expiry of the offer period for such open offer.",1591594726590.htmlTxt,759
offer period,target company," The acquirer shall disclose during the offer period every acquisition made by the acquirer or persons acting in concert with him of any shares of the target company in such form as may be specified, to each of the stock exchanges on which the shares of the target company are listed and to the target company at its registered office within twenty-four hours of such acquisition, and the stock exchanges shall forthwith disseminate such information to the public:",1591594726590.htmlTxt,725
offer period,target company,"Provided further that where the acquirer has specified conditions to which the open offer is subject in terms of clause (c) of sub-regulation (1) of regulation 23, no director representing the acquirer may be appointed to the board of directors of the target company during the offer period unless the acquirer has waived or attained such conditions and complies with the requirement of depositing cash in the escrow account.",1591594726590.htmlTxt,817
partner,associate," The inspecting authority shall, for the purposes of inspection, have power to examine on oath and record the statement of any employee, director, partner or person responsible for or connected with the activities of research analyst or research entity or any other associate person having relevant information pertaining to such research analyst or research entity.",1591599721936.htmlTxt,274
partner,bank," [(ze) “wilful defaulter” means any person who is categorized as a wilful defaulter by any bank or financial institution or consortium thereof, in accordance with the guidelines on wilful defaulters issued by the Reserve Bank of India and includes any person whose director, promoter or partner is categorized as such;]",1591594726590.htmlTxt,105
partner,company," Refraining from acting as a partner or officer or director of an intermediary or as an officer or director of a company that has a class of securities regulated by the Board, for specified periods;",1548655622441.htmlTxt,99
partner,company," “associate” means a company or a limited liability partnership or a body corporate in which a director or trustee or partner or Sponsor or Manager of the Alternative Investment Fund or a director or partner of the Manager or Sponsor holds, either individually or collectively, more than fifteen percent of its paid-up equity share capital or partnership interest, as the case may be;",1591596021364.htmlTxt,34
partner,company, “sponsor” means any person or persons who set up the Alternative Investment Fund and includes promoter in case of a company and designated partner in case of a limited liability partnership;,1591596021364.htmlTxt,75
partner,employee," The inspecting authority shall in the course of inspection, be entitled to examine or record statements of any principal officer, director, partner and employee of the portfolio manager.",1591593572005.htmlTxt,351
partner,firm, “partner” means partner of the firm or a limited liability partnership who renders investment advice on behalf of the firm or limited liability partnership;,1591597643206.htmlTxt,41
